Commodity,Price_Date,Modal_Price_Avg,Modal_Price_Median,Min_Price_Avg,Max_Price_Avg,Markets_Reporting,States_Reporting
Onion,2024-04-05,1814.0012788259958,1675.0,1564.4633123689728,2023.8238993710693,477,24
Onion,2024-04-06,1962.3780760626398,1700.0,1668.1029082774048,2184.2259507829976,447,23
Onion,2024-04-08,3505.1022099447514,3300.0,3183.732044198895,3639.0690607734805,362,19
Onion,2024-04-09,4236.004659863946,3900.0,3694.391156462585,4584.10544217687,588,23
Onion,2024-04-10,4553.25528109029,4340.0,3923.482112436116,4846.75468483816,587,24
Onion,2024-04-11,4650.2798507462685,4464.0,4051.6623134328356,4973.445895522388,536,22
Onion,2024-04-12,4680.617957746479,4000.0,3982.082746478873,5027.920774647887,568,24
Onion,2024-05-01,2341.9076923076923,2000.0,2052.835164835165,2602.556043956044,455,21
Onion,2024-05-02,1801.961625282167,1650.0,1585.4018058690745,2004.3882618510158,443,21
Onion,2024-05-03,1926.3182844243793,1800.0,1639.8487584650113,2122.765237020316,443,25
Onion,2024-05-04,1927.8998345153664,1770.0,1707.825059101655,2107.7304964539007,423,22
Onion,2024-05-05,1775.9160305343512,1700.0,1575.2022900763359,1952.3396946564885,262,18
Onion,2024-05-06,2043.2742616033756,1733.0,1713.6413502109704,2271.649789029536,474,24
Onion,2024-05-08,3344.006791808874,3000.0,2962.9624573378837,3542.7696245733787,586,23
Onion,2024-05-09,4199.930771812081,3900.0,3665.0050335570468,4531.644295302013,596,24
Onion,2024-05-10,4522.579606440072,4300.0,3913.788908765653,4842.71198568873,559,22
Onion,2024-05-11,4666.894353369763,4500.0,4010.6502732240438,5024.262295081967,549,24
Onion,2024-05-12,4511.151652470187,3950.0,3790.3867120954005,4929.458262350937,587,24
Onion,2024-06-01,2369.7466063348415,2000.0,2101.450226244344,2631.398190045249,442,22
Onion,2024-06-02,1783.780701754386,1600.0,1570.6008771929824,2040.157894736842,456,24
Onion,2024-06-03,1983.5223880597016,1810.0,1685.2793176972282,2168.0319829424307,469,24
Onion,2024-06-04,1874.6491646778043,1710.0,1638.3460620525059,2074.7756563245825,419,25
Onion,2024-06-05,1871.9281395348837,1690.0,1597.2790697674418,2113.133192389006,473,22
Onion,2024-06-06,2071.232292993631,1800.0,1755.7091295116772,2314.596602972399,471,24
Onion,2024-06-07,2656.8464051094893,2800.0,2295.5967153284673,2867.4817518248174,548,23
Onion,2024-06-08,3380.8050847457625,3010.0,2988.3016949152543,3592.979661016949,590,26
Onion,2024-06-09,4219.485765920826,4000.0,3694.3752151462995,4505.5490533562825,581,24
Onion,2024-06-10,4749.2597765363125,4500.0,4179.706703910614,4939.6815642458105,358,20
Onion,2024-06-11,4730.010714285714,4400.0,4032.739285714286,5119.935714285714,560,23
Onion,2024-06-12,4584.392361111111,4000.0,3892.128472222222,5604.861111111111,576,24
Onion,2024-07-01,2395.8425925925926,2000.0,2182.8888888888887,2602.689814814815,216,19
Onion,2024-07-02,1785.573275862069,1600.0,1547.7952586206898,1980.2564655172414,464,25
Onion,2024-07-03,2004.5504587155963,1827.5,1679.2981651376147,2182.3577981651374,436,23
Onion,2024-07-04,1826.7878787878788,1725.0,1633.8961038961038,1992.2294372294373,231,17
Onion,2024-07-05,1912.3569777777777,1700.0,1666.34,2134.3444444444444,450,24
Onion,2024-07-07,2336.3217665615143,2700.0,2113.731861198738,2504.11356466877,317,19
Onion,2024-07-08,3369.2259797297297,3000.0,2968.5844594594596,3565.9577702702704,592,24
Onion,2024-07-09,4320.857988165681,4000.0,3894.6252465483235,4508.536489151874,507,22
Onion,2024-07-10,4580.7657657657655,4400.0,4012.436036036036,4860.953153153153,555,23
Onion,2024-07-11,4765.954697986577,4500.0,3953.986577181208,5194.114093959732,596,24
Onion,2024-08-01,2360.512249443207,2000.0,2072.6592427616924,2601.6993318485524,449,21
Onion,2024-08-02,1750.1484716157206,1570.0,1531.8100436681223,1936.4170305676855,458,21
Onion,2024-08-03,1921.8424242424242,1800.0,1697.6454545454546,2102.1151515151514,330,22
Onion,2024-08-04,1913.255,1730.0,1682.42,2086.3225,400,23
Onion,2024-08-05,1935.9910788381742,1672.5,1653.545643153527,2172.9066390041494,482,24
Onion,2024-08-07,3291.0689048473964,3000.0,2862.991023339318,3493.906642728905,557,22
Onion,2024-08-08,3376.2572968490877,3020.0,2965.4328358208954,3577.2520729684907,603,25
Onion,2024-08-09,4465.85260115607,4250.0,4015.549132947977,4635.031791907514,346,19
Onion,2024-08-10,4614.677298311444,4500.0,4133.078799249531,4894.454033771107,533,22
Onion,2024-08-11,4845.0015100671135,4500.0,4041.9093959731545,5280.3607382550335,596,23
Onion,2024-09-01,2278.6742081447965,2000.0,1987.0,2517.7420814479638,442,22
Onion,2024-09-02,1800.810502283105,1600.0,1595.5502283105022,1988.4315068493152,438,23
Onion,2024-09-03,1893.1716621253406,1800.0,1612.6185286103541,2078.2452316076296,367,23
Onion,2024-09-04,1985.6271676300578,1780.0,1806.1936416184972,2141.849710982659,346,20
Onion,2024-09-05,1864.0530785562632,1670.0,1602.8980891719746,2103.5010615711253,471,24
Onion,2024-09-07,3317.3155080213905,3000.0,2909.54367201426,3556.176470588235,561,26
Onion,2024-09-08,3413.394327586207,3175.5,3015.2362068965517,3611.6827586206896,580,25
Onion,2024-09-09,4251.793515358362,4000.0,3716.711604095563,4493.373720136518,586,23
Onion,2024-09-10,4454.603089005235,4240.0,3811.739965095986,4768.359511343804,573,25
Onion,2024-09-11,4933.888747628083,4500.0,4199.256166982922,5296.001897533207,527,24
Onion,2024-10-01,2324.915717539863,2000.0,2054.9521640091116,2572.1526195899773,439,23
Onion,2024-10-02,1683.3766937669377,1500.0,1463.0054200542006,1855.070460704607,369,23
Onion,2024-10-03,1957.2358490566037,1800.0,1728.566037735849,2123.4150943396226,212,19
Onion,2024-10-04,1937.2592592592594,1760.0,1768.4646464646464,2090.777777777778,297,19
Onion,2024-10-05,1947.4380964467005,1675.0,1709.1573604060914,2132.979695431472,394,24
Onion,2024-10-07,3289.3924731182797,3012.5,2873.9157706093188,3514.1971326164876,558,23
Onion,2024-10-08,3459.808193668529,3200.0,3063.3054003724396,3653.739292364991,537,23
Onion,2024-10-09,4284.343383838384,4000.0,3789.419191919192,4528.52861952862,594,23
Onion,2024-10-10,4482.976289752651,4267.5,3894.989399293286,4751.017667844523,566,25
Onion,2024-10-11,5192.051075268817,4800.0,4508.94623655914,5457.325268817204,372,21
Onion,2024-11-01,2393.4586288416076,2000.0,2124.1394799054374,2626.8439716312055,423,21
Onion,2024-11-02,1718.595744680851,1550.0,1545.5702127659574,1878.4425531914894,235,18
Onion,2024-11-03,1973.6085011185683,1800.0,1659.5503355704698,2177.6174496644294,447,22
Onion,2024-11-04,2026.4392857142857,1800.0,1869.482142857143,2172.0392857142856,280,19
Onion,2024-11-05,1888.865892857143,1650.0,1644.1326530612246,2070.8647959183672,392,22
Onion,2024-11-07,3237.5195035460993,3005.0,2822.6524822695037,3462.281914893617,564,23
Onion,2024-11-08,3531.411111111111,3400.0,3175.616666666667,3692.241666666667,360,20
Onion,2024-11-09,4298.602694915254,4000.0,3783.0237288135595,4574.937288135593,590,23
Onion,2024-11-10,4585.158607350097,4400.0,3994.460348162476,4880.829787234043,517,22
Onion,2024-11-11,4966.6781609195405,4500.0,4197.6551724137935,5429.8587848932675,609,22
Onion,2024-12-01,2352.9151376146788,2000.0,2067.798165137615,2595.144495412844,436,22
Onion,2024-12-02,1725.6503340757238,1540.0,1514.8195991091313,1927.7795100222718,449,23
Onion,2024-12-03,1975.6939203354298,1800.0,1691.461215932914,2177.169811320755,477,24
Onion,2024-12-04,1979.9641449275362,1750.0,1790.4492753623188,2140.686956521739,345,22
Onion,2024-12-05,1930.5183673469387,1675.0,1748.3673469387754,2090.877551020408,245,17
Onion,2024-12-07,3265.5749525616698,3015.0,2857.954459203036,3528.351043643264,527,25
Onion,2024-12-08,3532.9723183391,3300.0,3138.885813148789,3739.955017301038,578,22
Onion,2024-12-09,4307.804354561102,4000.0,3764.7831325301204,4583.833046471601,581,23
Onion,2024-12-10,4657.599118942731,4367.5,4157.385462555066,4879.418502202643,454,22
Onion,2024-12-11,4985.583904109589,4550.0,4224.304794520548,5444.424657534247,584,25
Onion,2025-01-03,3029.640625,2647.5,2641.1545138888887,3212.2413194444443,576,22
Onion,2025-01-04,2304.3795761079,2000.0,2042.329479768786,2459.616570327553,519,20
Onion,2025-01-05,1770.6990291262136,1500.0,1550.1300970873785,1892.0563106796117,515,20
Onion,2025-01-06,1910.9267605633802,1470.0,1649.7042253521126,2020.030985915493,355,18
Onion,2025-02-03,3302.42039800995,2800.0,2959.2039800995026,3453.532338308458,402,17
Onion,2025-02-04,2193.497520661157,1900.0,1916.6231404958678,2354.4413223140496,605,23
Onion,2025-02-05,1693.0987122416536,1350.0,1446.8759936406996,1850.2829888712242,629,23
Onion,2025-02-06,1734.8242088607594,1300.0,1471.6962025316457,1909.7689873417721,632,22
Onion,2025-03-03,2979.500797448166,2640.0,2584.433811802233,3185.6012759170653,627,22
Onion,2025-03-04,2124.2969984202214,1820.0,1852.605055292259,2293.695102685624,633,24
Onion,2025-03-05,1670.466132231405,1325.0,1420.2413223140495,1827.7851239669421,605,22
Onion,2025-03-06,1717.9278846153845,1280.0,1459.2820512820513,1889.2035256410256,624,21
Onion,2025-04-03,2970.6629032258065,2635.0,2582.627419354839,3161.6370967741937,620,23
Onion,2025-04-04,2052.042340093604,1800.0,1776.7082683307333,2223.1840873634947,641,24
Onion,2025-04-05,1820.5555555555557,1410.0,1584.0050505050506,1932.1818181818182,396,19
Onion,2025-04-06,1742.8786885245902,1300.0,1494.3213114754099,1909.8868852459016,610,23
Onion,2025-05-03,2955.969355345912,2630.0,2554.9638364779876,3167.187106918239,636,24
Onion,2025-05-04,2088.098190954774,1800.0,1822.8978224455611,2237.572864321608,597,23
Onion,2025-05-05,1678.678120063191,1325.0,1433.137440758294,1853.998420221169,633,22
Onion,2025-05-06,1704.0885668276972,1250.0,1445.6328502415458,1883.3204508856684,621,23
Onion,2025-06-02,2877.5088,2300.0,2496.3376,3097.1056,625,23
Onion,2025-06-03,2961.788870703764,2600.0,2581.631751227496,3150.9198036006546,611,22
Onion,2025-06-04,2349.304347826087,2000.0,1987.7621483375958,2463.235294117647,391,20
Onion,2025-06-05,1700.6747185430463,1336.0,1459.5364238410596,1861.4867549668875,604,23
Onion,2025-06-06,1760.8544783306581,1300.0,1508.2841091492776,1931.9101123595506,623,25
Onion,2025-07-02,2871.237341772152,2300.0,2493.503164556962,3075.5870253164558,632,22
Onion,2025-07-03,2924.417423510467,2600.0,2551.3703703703704,3120.2141706924317,621,22
Onion,2025-07-04,2045.444094488189,1800.0,1764.607874015748,2214.951181102362,635,22
Onion,2025-07-05,1717.3465594855306,1305.0,1471.5546623794212,1868.5530546623795,622,24
Onion,2025-07-06,1860.6062236286919,1422.5,1627.6308016877638,1985.4135021097047,474,21
Onion,2025-08-02,2856.323049001815,2300.0,2489.032667876588,3044.3466424682397,551,23
Onion,2025-08-03,2941.2654205607478,2600.0,2590.1532710280376,3117.336448598131,535,22
Onion,2025-08-04,1987.31088,1750.0,1717.128,2154.512,625,23
Onion,2025-08-05,1690.8387037037037,1300.0,1441.7824074074074,1847.1265432098764,648,24
Onion,2025-08-06,1945.1933842239187,1500.0,1694.4249363867684,2059.3944020356234,393,20
Onion,2025-09-02,2997.195431472081,2500.0,2694.6192893401017,3131.738578680203,394,19
Onion,2025-09-03,3141.102827763496,2700.0,2809.6606683804625,3286.8431876606683,389,18
Onion,2025-09-04,2004.1837,1720.0,1733.6266666666668,2160.155,600,23
Onion,2025-09-05,1701.7649448818897,1280.0,1450.3496062992126,1861.732283464567,635,22
Onion,2025-09-06,1749.7340858505563,1375.0,1484.6152623211447,1924.2337042925278,629,20
Onion,2025-10-02,2931.693739424704,2500.0,2594.169204737733,3132.4111675126906,591,22
Onion,2025-10-03,2786.20245398773,2582.5,2444.8006134969323,2976.9907975460123,652,20
Onion,2025-10-04,2073.903220973783,1800.0,1826.5973782771537,2215.12734082397,534,23
Onion,2025-10-05,1454.2662244897958,1250.0,1265.107142857143,1633.7933673469388,392,18
Onion,2025-10-06,1498.782920892495,1230.0,1255.0466531440163,1738.716024340771,493,21
Onion,2025-11-02,2973.196977547496,2500.0,2633.9827288428323,3140.2383419689118,579,23
Onion,2025-11-03,2761.2380952380954,2575.0,2436.479365079365,2946.0730158730157,630,22
Onion,2025-11-04,1963.6795751633986,1700.0,1697.5343137254902,2126.2107843137255,612,24
Onion,2025-11-05,1967.0505617977528,1675.0,1726.2359550561798,2070.255617977528,356,19
Onion,2025-11-06,1893.0546697038724,1400.0,1595.1594533029613,2084.751708428246,439,20
Onion,2025-12-02,3064.853211009174,2500.0,2707.9266055045873,3248.005504587156,545,23
Onion,2025-12-03,2768.800978792822,2565.0,2441.133768352365,2958.1647634584015,613,23
Onion,2025-12-04,2023.5963580246912,1710.0,1758.0925925925926,2162.446502057613,486,20
Onion,2025-12-05,1767.5462799263353,1400.0,1523.1528545119706,1917.1252302025782,543,19
Potato,2023-01-07,1413.6736292428197,1200.0,1282.3159268929503,1546.4882506527415,383,22
Potato,2023-01-08,1627.1238095238095,1282.5,1458.4214285714286,1792.595238095238,420,24
Potato,2023-01-09,1492.416091954023,1250.0,1332.422988505747,1657.2275862068966,435,24
Potato,2023-01-10,1326.5103092783504,1150.0,1211.0979381443299,1430.659793814433,194,16
Potato,2023-01-11,1463.5535248041776,1200.0,1288.9321148825065,1615.9086161879895,383,24
Potato,2023-01-12,1418.7386934673366,1135.0,1265.1206030150754,1563.1206030150754,398,21
Potato,2023-02-07,1312.9508771929825,1180.0,1199.778947368421,1431.9649122807018,285,17
Potato,2023-02-08,1441.824295010846,1250.0,1300.6399132321042,1591.6919739696311,461,24
Potato,2023-02-09,1584.8720379146919,1220.0,1438.89336492891,1741.3199052132702,422,23
Potato,2023-02-10,1343.8540372670807,1150.0,1194.0093167701864,1493.9192546583852,322,18
Potato,2023-02-11,1441.714606741573,1175.0,1272.3258426966293,1616.8539325842696,445,24
Potato,2023-02-12,1453.2,1155.0,1297.9333333333334,1580.251282051282,390,21
Potato,2023-03-07,1473.4941588785048,1180.0,1338.2943925233644,1605.1799065420562,428,21
Potato,2023-03-08,1460.7612612612613,1286.0,1312.099099099099,1610.1351351351352,444,24
Potato,2023-03-09,1370.0859375,1220.0,1245.80078125,1495.56640625,256,18
Potato,2023-03-10,1445.7528344671202,1200.0,1271.344671201814,1594.2562358276643,441,24
Potato,2023-03-11,1456.1768558951965,1170.0,1261.5,1699.7227074235807,458,25
Potato,2023-03-12,1262.0971659919028,1100.0,1149.3927125506073,1368.817813765182,247,19
Potato,2023-04-07,1452.3702031602709,1200.0,1323.2302483069977,1589.6997742663657,443,22
Potato,2023-04-08,1453.0542452830189,1275.0,1307.6155660377358,1604.6556603773586,424,23
Potato,2023-04-09,1522.274336283186,1220.0,1369.7853982300885,1682.353982300885,452,23
Potato,2023-04-10,1506.3447488584475,1200.0,1336.3721461187215,1671.013698630137,438,24
Potato,2023-04-11,1407.3985507246377,1160.0,1243.2898550724638,1566.5289855072465,414,23
Potato,2023-04-12,1368.4829157175398,1110.0,1218.7198177676537,1506.605922551253,439,22
Potato,2023-05-07,1405.4411085450347,1200.0,1280.027713625866,1536.501154734411,433,21
Potato,2023-05-08,1402.435960591133,1250.0,1258.1576354679803,1551.1674876847292,406,21
Potato,2023-05-09,1457.9703872437358,1200.0,1303.0478359908884,1615.3963553530753,439,24
Potato,2023-05-10,1460.1759465478842,1200.0,1299.4766146993318,1621.6926503340758,449,24
Potato,2023-05-11,1238.8898678414098,1130.0,1125.374449339207,1363.5022026431718,227,14
Potato,2023-05-12,1378.5630841121495,1100.0,1226.6191588785048,1518.693925233645,428,24
Potato,2023-06-06,1342.5615212527964,1040.0,1212.619686800895,1465.2997762863536,447,25
Potato,2023-06-07,1394.7752808988764,1200.0,1263.6606741573034,1524.6786516853933,445,22
Potato,2023-06-08,1399.9794238683128,1270.0,1279.0617283950617,1530.1234567901236,243,21
Potato,2023-06-09,1431.9190600522193,1200.0,1285.0,1582.1227154046996,383,21
Potato,2023-06-10,1406.3203463203463,1195.0,1240.590909090909,1561.1450216450216,462,24
Potato,2023-06-11,1411.0694444444443,1162.5,1249.1828703703704,1577.8055555555557,432,22
Potato,2023-06-12,1389.4206896551725,1100.0,1237.3655172413794,1528.7333333333333,435,24
Potato,2023-07-06,1312.2850678733032,1072.5,1181.1153846153845,1438.4049773755655,442,23
Potato,2023-07-07,1417.2825552825552,1200.0,1275.7985257985258,1561.3857493857495,407,22
Potato,2023-07-08,1394.4342431761786,1250.0,1254.8610421836229,1539.7965260545905,403,21
Potato,2023-07-09,1476.8861788617887,1200.0,1336.7344173441734,1619.3089430894308,369,21
Potato,2023-07-10,1429.5812356979404,1200.0,1269.0526315789473,1622.7162471395882,437,22
Potato,2023-07-11,1409.4412416851442,1160.0,1242.070953436807,1573.0221729490022,451,25
Potato,2023-07-12,1338.054054054054,1072.5,1194.2792792792793,1477.5202702702702,444,24
Potato,2023-08-06,1316.876126126126,1072.5,1195.412162162162,1434.5563063063064,444,24
Potato,2023-08-07,1403.2027777777778,1200.0,1260.3916666666667,1534.8833333333334,360,20
Potato,2023-08-08,1458.3192904656319,1270.0,1308.419068736142,1613.350332594235,451,24
Potato,2023-08-09,1495.8963282937366,1200.0,1342.0215982721381,1652.8725701943845,463,23
Potato,2023-08-10,1345.108695652174,1200.0,1215.2173913043478,1470.3804347826087,276,18
Potato,2023-08-11,1417.216517857143,1150.0,1248.0535714285713,1604.075892857143,448,23
Potato,2023-08-12,1338.1508620689656,1040.0,1194.0,1478.8383620689656,464,25
Potato,2023-09-06,1281.357630979499,1070.0,1156.4760820045558,1397.246013667426,439,23
Potato,2023-09-07,1345.187969924812,1200.0,1238.5338345864661,1457.8383458646617,266,17
Potato,2023-09-08,1602.6337719298247,1260.0,1457.2938596491229,1751.5504385964912,456,24
Potato,2023-09-09,1380.2706766917292,1200.0,1244.468671679198,1520.0375939849623,399,22
Potato,2023-09-10,1422.8215962441313,1200.0,1261.1690140845071,1574.75117370892,426,23
Potato,2023-09-11,1435.3933333333334,1160.0,1262.6266666666668,1596.42,450,25
Potato,2023-09-12,1265.1136950904393,1010.0,1124.8630490956073,1385.5968992248063,387,23
Potato,2023-10-06,1227.2131979695432,1060.0,1096.9441624365481,1379.517766497462,394,23
Potato,2023-10-07,1426.498845265589,1200.0,1296.1870669745958,1559.2725173210163,433,21
Potato,2023-10-08,1500.085201793722,1250.0,1365.7174887892377,1639.5627802690583,446,24
Potato,2023-10-09,1360.749090909091,1200.0,1237.9963636363636,1487.6363636363637,275,18
Potato,2023-10-10,1401.9933035714287,1179.0,1237.325892857143,1552.361607142857,448,24
Potato,2023-10-11,1437.5124378109454,1150.0,1262.5646766169154,1599.3432835820895,402,23
Potato,2023-10-12,1244.1379310344828,1010.0,1124.168582375479,1387.6704980842912,261,18
Potato,2023-11-06,1192.3870967741937,1070.0,1078.179211469534,1302.8781362007169,279,17
Potato,2023-11-07,1415.2915717539863,1200.0,1289.3302961275626,1547.7448747152619,439,22
Potato,2023-11-08,1534.079908675799,1272.5,1390.0159817351598,1672.6689497716895,438,24
Potato,2023-11-09,1556.156043956044,1200.0,1406.356043956044,1715.5186813186813,455,23
Potato,2023-11-10,1434.8398169336385,1170.0,1278.6132723112128,1590.6155606407322,437,25
Potato,2023-11-11,1395.1052631578948,1160.0,1238.9398496240601,1537.53007518797,266,23
Potato,2023-11-12,1277.183257918552,1000.0,1127.5135746606336,1409.8506787330316,442,22
Potato,2023-12-06,1297.2582781456954,1070.0,1174.7748344370862,1418.1611479028697,453,21
Potato,2023-12-07,1387.8348214285713,1205.0,1259.1450892857142,1548.2857142857142,448,22
Potato,2023-12-08,1397.7551546391753,1237.5,1266.2809278350514,1531.7938144329896,388,22
Potato,2023-12-09,1486.446224256293,1200.0,1331.5697940503433,1644.1945080091534,437,24
Potato,2023-12-10,1530.0977272727273,1165.0,1358.1045454545454,1687.0113636363637,440,24
Potato,2023-12-11,1344.624203821656,1150.0,1234.6433121019109,1456.0828025477706,157,13
Potato,2023-12-12,1213.5873015873017,990.0,1074.3242630385487,1341.4988662131518,441,22
Potato,2024-01-01,1167.518309859155,845.0,1038.625352112676,1289.687323943662,355,19
Potato,2024-01-02,1140.382075471698,850.0,1014.7688679245283,1260.0990566037735,424,24
Potato,2024-01-03,1275.9101941747572,1000.0,1142.504854368932,1404.4344660194174,412,24
Potato,2024-01-04,1575.2154882154882,1365.0,1418.2929292929293,1705.4410774410774,297,20
Potato,2024-01-05,1790.3014084507042,1730.0,1634.0929577464788,1926.3859154929578,355,23
Potato,2024-01-06,2077.2346368715084,1820.0,1908.3687150837989,2222.527932960894,358,20
Potato,2024-01-07,2104.0737527114966,2140.0,1950.5184381778743,2253.8481561822127,461,23
Potato,2024-01-08,3175.3931297709923,2500.0,2840.429389312977,3317.631679389313,524,25
Potato,2024-01-09,3376.0365853658536,2600.0,3042.1981707317073,3471.7835365853657,328,18
Potato,2024-01-10,3050.938492063492,2500.0,2753.8948412698414,3207.8869047619046,504,25
Potato,2024-01-11,3368.671755725191,2600.0,3049.5165394402034,3490.287531806616,393,21
Potato,2024-01-12,2458.3846153846152,2250.0,2270.948717948718,2636.1794871794873,195,17
Potato,2024-02-01,1062.7095115681234,800.0,945.7403598971722,1185.2776349614396,389,24
Potato,2024-02-02,1134.9279279279278,800.0,1009.4234234234234,1251.759009009009,444,24
Potato,2024-02-03,1215.9798488664987,1000.0,1095.9974811083123,1338.3400503778337,397,22
Potato,2024-02-04,1478.4734982332157,1400.0,1302.7526501766783,1609.1872791519434,283,21
Potato,2024-02-05,1904.2311212814645,1750.0,1742.4233409610983,2059.6727688787187,437,25
Potato,2024-02-06,1949.66796875,1820.0,1802.0390625,2074.078125,256,20
Potato,2024-02-07,2093.887573964497,2190.0,1934.5325443786983,2245.2169625246547,507,25
Potato,2024-02-08,3133.025500910747,2420.0,2804.0273224043717,3273.3879781420765,549,25
Potato,2024-02-09,3119.585877862595,2450.0,2807.9541984732823,3263.2442748091603,524,24
Potato,2024-02-10,3032.53596287703,2450.0,2737.988399071926,3170.5313225058003,431,21
